,review,ratio
5274, Bed and location,1.0
5275, Excellent location about 5 minutes walk from Westferry Circus Great staff on check in who were helpful and interested Hairdryer ironing board provided ,0.5
5276, spacious room,1.0
5277, Good location ,1.0
5278, ,0.8333333333333334
5279, close to my office staff friendly and swapped me to a different room at no charge ,0.3333333333333333
5280, ,0.3333333333333333
5281, Was clean,0.6363636363636364
5282, Great location and extremely cheap for London Room was clean and functional for 1 night,0.6666666666666666
5283, Staff excellent warm and welcoming,0.4
5284, The staff we dealt with were friendly and the location of the hotel was great ,0.8
5285, The room was fantastic the windows and decour was beautiful Yes the hotel is a little dated but it was spotlessly clean and for the price we paid was fabulous We will certainly stay again ,0.5555555555555556
5286, The hotel is beautiful with detail tha makes you feel special We had booked a room with no window but the staff was kind enough to offer an upgrade to executive room at no adictional cost The bed is very confortable with nice view of the river and the hotel is located in safe and beautiful spot in London 15 minutes of Canary Wharf tube station ,0.5555555555555556
5287, Perfect location overall the hotel looked lovely and rooms were nice and comfortable Good for the price Hotel was easy enough to get to too ,3.0
5288, Location,0.3333333333333333
5289, Hotel was a bit dated but added to its character very comfortable and clean Checked in and room was updated to one with a window staff very helpful good choice of breakfast Easy to get to from tube station Would stay again ,1.2
5290, I really like the location of the hotel and the view from my room Big rooms and comfy beds The hotel is nice and there are restaurant and pizza and nice lobby ,0.25
5291, The room was a good size Very very clean Really comfortable bed The cocktails at the bar were amazing Nice and strong and worth 8 Would definitely stay here again,0.6666666666666666
5292, Location and price was good Room had a weird smell so we got instantly upgraded to a suite with balcony ,0.75
5293, The shower was terrible it was burning water couldn t adjust the water to a comfortable temperature the air was terrible no good I couldn t sleep like that and toilet paper was awful very harsh glad they supplied a tissues box ,1.0
5294, Bed was superb and the room was very spacious good location ,5.0
5295, Localization was perfect for me since I went there in business Room was comfortable and coffee tea facility useful but poorly equipped ,1.0
5296, The location is great amenities are great Room is clean and newly refurbished ,0.875
5297, The room was filthy to polite The windows were dirty The shower head fell off continuously causing even the bathing a hastle The floor was dirty in the bathroom I asked the receptionist to have the nasty windows cleaned on the inside as I requested and paid extra pound for a smoking room The windows were filled with smoke resin The receptionists seemed not bothered by my request The view was the best however the window was so dirty that I could not see clearly thru the window I will be filing a formal complaint concerning my stay ,0.7333333333333333
5298, Staff at Reception and view from room ,2.3333333333333335
5299, The facilities in the hotel were OK with a traditional Italian Pizza and Indian restaurants in the building so good choice of eateries if you dont want to go out and staff were freindly,0.5
5300, Lovely helpful staff Got upgraded for free as they had extra rooms Rooms were clean and tidy staff were helpful with train travel information Lovely comfortable seating sofa area looking out over Thames and close to the bar Would definitely stay here again ,1.0
5301, ,0.5
5302, Changed room at booking in to a room with window no charge Spa bath in bathroom,0.8
5303, Liked that it was near a few restaurants and the 02 arena Liked the outside of hotel and the lobby area Rooms were clean and warm which was needed at this time of year ,1.0
5304, 3th replacement room we got was great finally ,1.0
5305, I liked the location Room very clean ,0.4
5306, Close to the o2,0.8
5307, Location location location,1.0
5308, I liked the pool facilities,6.0
5309, Nice breakfast Good location right by the water Friendly staff,0.7272727272727273
5310, The location the staff the upgrade to a room with a window the price ,0.4
5311, ,0.5
5312, ,0.8571428571428571
5313, Nothing,0.5
5314, This hotel needs a complete refurbishment,0.5
5315, Location for travelling around London but keeping away from the madness of central London ,0.25
5316, Location is outstanding,1.0
5317, Great location fabulous view from my room,0.7272727272727273
5318, From check in to check out a very friendly professional service by most staff Pizza excellent Breakfast very good ,1.25
5319, The location was wonderful ,0.6923076923076923
5320, I was on the first floor and my room had no windows I thought I would not like it and was thinking of upgrading but it was spacious the room was big so was the barthroom I loved it,1.3333333333333333
5321, The Full English Breakfast was excellent and eat as much as you want for 14 approx per person Great varierty The bedroom were clean ,0.3333333333333333
5322, I was pleasantly surprised to walk into my room with window view and it was bigger then what I had thought so was very happy so for those very reasons I couldn t of highlighted anything bad after that ,1.5
5323, Big room with space and chairs to relax ,1.3333333333333333
5324, I loved the balcony overlooking the canal locks totally unexpected The room was great and breakfast was included and very good The trains are very local and the shops bars and restaurants nearby plentiful and good value ,1.0
5325, On site parking,0.5
5326, Can t think of anything oh yes the beer was reasonably priced ,1.1666666666666667
5327, I loved the balcony it was great to be able to have a comfortable room with fresh air ,0.6666666666666666
5328, ,0.5555555555555556
5329, There is only one thing to like about this hotel location ,0.5
5330, It was clean ,1.5
5331, Very good price and great location Friendly Staff Offers excellent value given the location ,0.5
5332, Nothing to be honest,1.25
5333, Awesome location and a very spacious room for London standards ,0.5
5334, Location was decent and the hotel feels very grand on entering the building ,1.3333333333333333
5335, The height of the bed plus to the size as it very spacious with a lot of room for movement Bed is also very comfy with a great view out of the window over looking canary wharf,3.0
5336, Shower was high powered The main bar was nice,1.5
5337, To be fair most of the staff were very good but the kitchen staff we please read,0.42857142857142855
5338, I really liked the location of the hotel i would also advise people traveling to this hotel if you don t have kids take the underground it doesn t make you feel like you are going in circles,4.0
5339, Staff were all very friendly and service was good ,0.875
5340, We had an amazing view through the window I liked the old British interior ,1.0
5341, Nothing please avoid this hotel at all costs ,1.2
5342, The professional way in which the staff dealt with my discrepcy regarding the room and the quietness of the hotel,3.0
5343, Reception staff were great and very welcoming even upgraded our room for us as have stayed before Rooms are great size and very comfy beds Great location,0.4
5344, Large lounge area with comfortable chairs and plenty of space to sit quietly Small lounge bar stays open late I was upgraded from the room type I originally booked Quick reception service ,1.0
5345, ,1.0
5346, Restaurant staff is friendly and location is good Lobby is like a pub with many british guests who drink a lot I think nothing for families with kids but good to meet peeple if you travel alone ,0.45454545454545453
5347, Room was spacious ,0.2
5348, Friendly staff,1.0
5349, View point of Canary Wharf from window and balcony,1.5
5350, ,0.75
5351, I loved the fact that you could leave your bags there for free all day on the final day and come in whenever you want,1.0
5352, Cost was not bad price,1.0
5353, An easily accessible hotel away from the hustle and bustle of central London Friendly staff Restaurants in the hotel so no need to leave which I enjoyed after a long days walking Bar next to the Thames to relaxin the evening I enjoyed my stay ,1.0
5354, Very friendly and helpful staff We were upgraded which was lovely Receptionist were particularly friend and smiley ,0.9
5355, Brilliant Consierge nice outlook over the water ,0.8571428571428571
5356, Dana the receptionist Remember me from my last visit She delt with my room issue promptly And professional,3.0
5357, Friendly and helpful staff A decent warm shower A good choice for breakfast An ideal location for The O2 Arena ,0.6923076923076923
5358, The location view and concierge ,0.7142857142857143
5359, The size of the room was amazing The pictures does not do it justice at all ,0.75
5360, The staff at the front desk gave us free upgrade to a window room ,1.5
5361, The staff was very friendly and the location was very good close to the tube and supermarkets ,1.5
5362, speedy check in,0.14285714285714285
5363, Booking com didnt do my confirmation properly so they didnt have it on their system but they managed to sort me out with something even better,3.0
5364, Location and size of room good breakfast nice and spa facilities good enjoyed my 2nights stay would recommend ,0.3333333333333333
5365, Flexibility and ease of booking,0.2857142857142857
5366, ,0.42857142857142855
5367, The staff were really helpfull ,0.42857142857142855
5368, HAd to pay an extra 21 pound for wifi in the room Water was cold having a shower reception staff were extremely rude paid extra for a view of the river but it was view of a loud building site ,1.0
5369, Nice rooms,0.6
5370, ,1.0
5371, Unfortunately no,0.631578947368421
5372, The price was reasonable stuff was lovely,0.5714285714285714
5373, Excellent location and a lovely bar area where you can relax right next to the water ,3.0
5374, The staff were friendly and check in was fine and that is about that ,0.4444444444444444
5375, Good business location 5 min walk from the DLR station Comfortable beds Bathrooms room decor is outdated but clean 2 average restaurants to choose from if you don t feel like venturing out ,0.2857142857142857
5376, Bed was comfy character of hotel was beautiful relaxing stay,0.36363636363636365
5377, The location was perfect ,0.6666666666666666
5378, There was nothing I liked about this hotel ,0.6
5379, ,1.0
5380, Location location and great value for the price Ok the hotel is not new but has everything you need for a stay in London If you want spectacular hotel than you ll have to pay for it not expect to have a Plaza stay for Britannia price ,1.0
5381, Pool and a nice three coarse in pizzeria restaurant staff friendly accomadate you as much as they can looking forward to going bAck for Christmas,1.0
5382, staff was friendly ,0.2
5383, We loved the style of the room with regency styled furniture The staff were also very helpful and polite The food was also to an excellent standard I would recommend staying at the Britannia international to a friend and consider staying there myself in the near future ,1.0
5384, Location and standard of rooms,3.0
5385, ,1.3333333333333333
5386, Restaurant is good Italian Restaurant staff very helpful and friendly Food portion is huge and so worthy on the price ,0.5882352941176471
5387, Everything was wonderful nothing seemed to much trouble for the staff who were working in the hotel Our check in lady was a real credit to the hotel so helpful and always had a smile on her face,1.0
5388, Amazing scenery around all of canary warf Nice esthetics in the Intel Nice room not too far from public transport,1.0
5389, Comfortable and good views from rooms overlooking river Good hearty breakfast ,0.75
5390, ,1.1428571428571428
5391, Loved everything rhe sights the staff the facilities all really pleasurable,0.4
5392, Typical Britannia decor and fittings circa 1992 but if you like a bit of retro really quite nice Fantastic location if you are working in Canary Wharf or holidaying in Millwall Nice feel to the hotel as you walk in warm and friendly reception staff who give you a little upgrade when it s quiet and a large and comfy bedroom If you can get one of their cheaper deals what more could you ask for ,1.0
5393, It was in the perfect location for getting in and out of London staff were very helpful and friendly food and drink wasn t over priced,2.0
5394, The location and generally is a lovely hotel,2.0
5395, ,0.2222222222222222
5396, Spacious room albeit odd shape Good views,0.7142857142857143
5397, ,0.6666666666666666
5398, ,1.3333333333333333
5399, Was allowed to change room when the first room turned out to be extremely noisy due to construction work just outside Next room was better since it had A C and was on a higher floor so that the construction noise still outside the window wasn t a problem ,0.75
5400, The receptionist she was very organised Resolved my problem straight away,1.0
5401, Good position for access to ravel links and sightseeing Clean room Excellent value for money ,1.0
5402, Very helpful staff but to get wifi in your room for 24 hours is 7 and this only works on one device so if travelling for business with laptop and phone devices can get caught out here paid wifi should be for more than one device Other than that well priced and comfortable stay ,1.0
5403, Bed was lovely and comftorbale Food was excellent and a few restaurants within the hotel Room was spacious and the view out the windows were amazing ,0.5
5404, Rooms clean and tidy,0.3333333333333333
5405, Was cheap and in a good part of the city there was no garbage anywhere ,1.2222222222222223
5406, My room was amazing As a lone female traveller I also felt comfortable dining alone ,2.0
5407, Nothing,0.2222222222222222
5408, I would have preferred the room with the balcony like last time but i cant complain Good Hospitable gentleman at the front desk despite arriving at 1 30am in the morning XD,1.3333333333333333
5409, Nice and clean room very comfortable bed Close distance to Canary Wharf tube station Very good value ,1.0
5410, Location and staff was really good for money Breakfast worth adding for extra 10 per person,1.5
5411, Nothing except location ,1.0
5412, The hotel room was lovely and spacious and the view was beautiful The bar sits on the river and is extremely tranquil It s a bonus that they have parking and the staff are very pleasant and polite ,1.4
5413, ,1.0
5414, Friendly staff in bar concierge and room service,0.6666666666666666
5415, Really large room we were given free upgrade when we arrived Very good location 5 10 mins walk from Canary walk Comfortable beds Cleaned every day Lots of Eating places on the doorstep beautiful entrance and Christmas decorations were better than the Hilton my daughter was staying in and the room was bigger ,0.8
5416, I was upgraded to a room with a conference table in it ,1.0
5417, Nothing other than the helpful concierge when I needed to leave collect my luggage ,0.4375
5418, Excellent location and ambience There was confusion on WiFi It was mentioned as paid so I have not used it But actuslly it was free ,1.0
5419, ,0.5555555555555556
5420, Location very handy for links into London,0.75
5421, Horrible Sirloin steak with peppercorn sauce which I paid extra for including 5 for a room service,0.3333333333333333
5422, Overall the hotel was in great condition Would stay there again if the was another offer on at the time ,3.0
5423, Cleaning staff were kind and helpful Concierge and reception were too ,0.5555555555555556
5424, staff and location were excellent very good selection for breakfast Easy to drive to with parking,1.0
5425, Spacious rooms comfortable bed above average TV screen for a hotel room quiet ,0.6666666666666666
5426, Air con didn t work but did not bother us much I had a free upgrade which was a fantastic view of the jp Morgan building ,1.0
5427, I liked the comfortable bed and the shower was powerful ,0.7692307692307693
5428, It was clean,0.2857142857142857
5429, The room was upgraded due to our room not being ready and then for giving us the wrong type of room The staff are very friendly but a bit of a language barrier English is not perfect The 10th floor is very cosy and warm The showers are nice ,1.0
5430, everything else Decor lovely ,0.4166666666666667
5431, ,0.75
5432, Excellent Spa Sauna Good Tasty Reasonably Priced Food in the Hotels Italian Resteraunt Service with a smile Upgrade to room with window at avery good price Having spoken with my wife would definately stay over when visiting Theatreland or 02 etc Great find will be staying over again soon if within my company budget ,1.0
5433, great location and a good price,1.25
5434, Great value for money majority of staff very friendly Room was comfortable and clean ,0.8571428571428571
5435, View and location,0.6
5436, Location superb as was the discounted rate for our three night stay Fine view across to the O2 Five minute walk to South Quay station making the journey from hotel to Oxford Circus about 30 mins via Bank Lots of choice in the restaurants and the bar prices were very reasonable indeed Parking was OK too at 21 per 24 hrs,0.9
5437, We really enjoyed staying so much we booked an extra night friendly staff comfortable The size of room really spacious views only thing we didn t like which was our own fault was Sunday 12am our day ticket ran out and we were stranded 80 taxi fare Spoilt the end of our trip But we will definitely be interested in any special offers monthly from January 27th onwards 100 happy Brtitania hotels are great ,2.0
5438, We love the top floor rooms but the only down fall was the mattress on the bed had its springs poking This isn t the first time we experienced this as we use Britannia on a regular basis,0.5
5439, The location,0.6666666666666666
5440, The balcony,0.4
5441, Wi Fi was free and reasonably fast when the indications had been otherwise Breakfast was great Location ideal for Canary Wharf,0.5
5442, Big room on second attempt,0.75
5443, Great location and view Helpful staff ,1.0
5444, I loved our balcony even though it was freezing cold we sat out and had a glass of wine We were greeted well by reception staff and check in was quick ,2.0
5445, The staff were helpful and friendly ,0.09090909090909091
5446, Great value for a lovely located Canary Wharf hotel for NYE the best value for money I could find Upgraded to an executive room for free when asked for room with a view very happy customer I loved it,4.0
5447, The location and overall standard of hotel was good with easy access to parking at a cost,0.75
5448, Room was dirty panell in the bathroom to cover spills wasn t there so all water fell on the door which becomes slippery was a hazard as had my 7 daughter,1.0
5449, We were upgraded upon arrival which was nice and the staff were very friendly and helpful ,1.0
5450, Good breakfast On site parking 20 for 24 hours Spacious room ,1.4
5451, Check in was cheerful and efficient Croissants were OK but nothing special The location suited our needs Food and service in the Pizzeria was good ,0.5
5452, Location nearby canary wharf shopping mall and tube station Hotel has a paid car park,2.0
5453, The bed was really comfy Toilet is huge with a bathtub and basic amenities prepared shower cap body lotion body and hair shampoo There are 2 extra pillow prepared in the wardrobe too ,0.6666666666666666
5454, Was happy with our upgrade to a suite which may have made the booking to its actual value ,0.6666666666666666
5455, Everything was just perfect from the room overlooking the water and sites of London facilities in the room staff and breakfast Definately will stay here again,2.0
5456, The location was fine take the boat into the centre ,2.0
5457, Bed was comfortable,3.0
5458, Room size was generous and we were upgraded as the type of room we had booked was not available ,1.0
5459, Great views of Canary Wharf from our window Friendly and helpful staff Not modern decor but that s fine by us Easy to get the Tube ,0.5
5460, ,0.3333333333333333
5461, Really nothing to like about the hotel itself Price was good for Canary Wharf though ,0.5833333333333334
5462, The hotel room was clean,0.6956521739130435
5463, ,0.47058823529411764
5464, Gym check in and Location great Food was reasonable and good value ,1.3333333333333333
5465, Location was good great view great public transport Staff were generally helpful Booked a room with no window but nice suprise to be upgraded ,0.75
5466, Location is good Nice drink prices in Fridays caffe comparing it to London overall ,0.8333333333333334
5467, location is good breakfasts were pretty good too ,0.6666666666666666
5468, The foyer restaurant and bar areas are spacious and attractive and the location of the hotel is good We enjoyed the view from our 9th floor room Staff were welcoming and friendly ,0.6363636363636364
5469, The room size was really good for london and for the price The hotel has a vintage feel a nice change to the sterile feel of some hotels ,0.6666666666666666
5470, The location and hotel genrally,3.0
5471, Facilities location,0.2857142857142857
5472, ,0.8
5473, I had a basic room and you get what you pay for but the room covered all my basic needs My room was quiet which was great The room was cleaned well The iron and hairdryer were used worked and appreciated Staff were friendly and helpful Considering where the hotel is located the price was not too bad but you do have to pay for all add ons i e Wi Fi breakfast,0.6
5474, ,0.45454545454545453
5475, It was very nice 5 7 mins to Canary Wharf station and Tesco and subway just up the road I had a problem with my room the staff immediately helped out and provided me with a better room ,5.0
5476, amazing location amazing hotel for such a low price we couldn t believe it we were more than happy about this great hotel that was in a great neighbourhood and so close to city center and London east brick lane shoreditch co ,1.0
5477, The hotel is very well situated for my requirements,2.0
5478, room was spacious location is excellent room service very good and fast I had a really good sirloin steak Breakfast is good,0.5
5479, The location for the O2 arena,0.2857142857142857
5480, Very courteous staff good choice of breakfast menu Lovely Italian food available ,1.0
5481, ,0.6428571428571429
5482, Location very good for tram links,4.0
5483, I booked a room with no window as advertised to keep cost down and was offered a free upgrade Read quite a few reviews about poor slow service however did not experience this The service was friendly ,1.0
5484, I enjoyed the hotel room I thought the place was very clean professional looking I enjoyed the atmosphere of the hotel the staff were welcoming and friendly ,0.6666666666666666
5485, Location good,0.5
5486, Staff was accommodating when they informed the room I had booked was no longer available but compensated with an upgrade promise for the next time and complimentary breakfast,0.4
5487, ,0.6666666666666666
5488, Nothing ,0.8823529411764706
5489, For a two day visit ideal Good location did not venture far only by foot,1.0
5490, Location is quite close to Canary Wharf tube station,5.0
5491, The size of the room,0.6666666666666666
5492, Location great for O2,1.0
5493, Location,0.5
5494, Beds comfy Drinks at breakfast were horrible Orange juice was diluted with water Apple juice tasted like a sugar syrup Food was okay Cant say I would be re booking ,1.0
5495, The room was a good size,1.0
5496, Location was ok,0.44
5497, Great breakfast great public areas Good location in an up and coming waterfront area Very handy to Canary Wharf Underground station which gives really easy access to the main tourist areas Very friendly and helpful staff ,4.0
5498, The meal in the restaurant was good,4.0
5499, First of all the hotel refused to amend my booking to either the following week or add a night on I had to make a completely separate booking then they wouldn t guarantee I wouldn t have to change rooms There were mice in the bar the heating wouldn t turn off in my room was told categorically that they do not do refunds the time delay in waiting for a response took over 3 hrs although the manager when I did see him did swap my room the following night didn t help that night overall I didn t think paying nearly 600 for 3 nights was worth it ,0.2
5500, Room clean and good Wifi was not convenient ,1.6666666666666667
5501, ,0.75
5502, Great location for Canary Wharf The charge rate is low but this is reflected in the generally tired quality of the hotel and rooms Great water pressure in the shower,0.2857142857142857
5503, Reception lobby Christmas decorations were pretty ,0.29411764705882354
5504, Easy to find friendly staff ,4.0
5505, The bed was quite good and all the furniture though clearly quite dated like The Grand Budapest Hotel was lovely old hardwood ,0.6
5506, Nothing,0.2
5507, Enjoy the stay again this is the 2nd time we ve been here Always the cheapest for a 4 star hotel and know doubt we all be booking again in the near future ,1.6666666666666667
5508, The hotel room had a lovely view and we found the staff to be very welcoming and helpful Very pleasant stay and would certainty recommend a little out of town but not too far away quieter and very close to Canary Wharf tube station and both south quay and herons quay dlr stations too very conveniently minutes away from the hustle and bustle after a short ride Quirky hotel too Thank you ,4.0
5509, It was nice atmosphere and good staff,3.0
5510, Location staff prices,0.5714285714285714
5511, The location is the only thing going for this very old hotel Also I had a free room upgrade and my room was very very very big The view was also very nice ,0.4117647058823529
5512, Few minutes walk to Canary Warf Good public transport for all directions within walking distance ,3.0
5513, It s a beautiful looking hotel on the inside the front entrance ,0.75
5514, Enjoyed my stay very relaxing close to transport and shops Quick checkout,0.5
5515, The location is top for Canary Wharf The view from the room is outstanding ,0.47058823529411764
5516, The room was clean Housekeepers did a great job every day during our stay Friendly staff ,0.42857142857142855
5517, The breakfast was pricey but well presented and of a good standard and variety,1.0
5518, Room service was very good ,0.625
5519, The viewing was ok But privacy was best ,1.0
5520, ,0.4
5521, Generally clean and comfy,0.5
5522, Convenient location,1.3333333333333333
5523, Average Rooms not especially warm neither was the water for a morning shower Staff would benefit from customer care training though the service was good at reception,1.0
5524, Loved the outside and the inside of the building very posh high end but as you step into your room it s like walking through a time capsule back to 1950 need to returb the rooms ,0.6
5525, We had air conditioning which helped as it was cold and then hot in the room overnight The bed was comfy but not as great to sleep on pillows are too soft for my personal liking etc ,0.38461538461538464
5526, ,0.75
5527, ,0.8333333333333334
5528, I did not enjoy my stay so find it difficult to think of any good points ,1.3333333333333333
5529, Nicely located no tricks to get there and walking distance to the nearest tube station Excellent for short business trips and possibly good for a short travel People complained about the no window room and the old style but honestly for the price you pay I cannot expect golden carpets and a private pool Its a good place and I would sleep here again ,1.0
5530, Friendly staff Location ,0.2857142857142857
5531, All the places to visit if interested,1.0
5532, Stayed here before great location Would stay again ,0.3333333333333333
5533, Fairly good location to get to canary wharf fair price,0.5
5534, The location,0.4
5535, The location and price was perfect,0.5
5536, Good location Easy to reach,0.5
5537, Nice old 5 star hotel Big room,0.6
5538, ,1.2
5539, ,0.4
5540, ,0.2727272727272727
5541, Food at the buffet Excellent breakfast options and quality of the foods Dinner buffet is even better ,3.0
5542, Hotel was nice and bed comfortable ,0.5714285714285714
5543, The room was clean and bed comfortable however in need of an upgrade The location is very good with easy access to Canary Wharf The concierge was the only pleasant and helpful member of staff ,0.5
5544, The bar was nice,1.0
5545, Spacious bathroom,1.0
5546, we only stayed one night would recommend it for a short stay was really okay and the staff is very nice the only thing that bothered me was the location it was really far from where i had to be but if you dont care about such things its a really nice hotel pricey wifi but in the lobby it is free nice to have a drink and look at the water there are also rooms for smokers but i would recommend to smoke outside since you cant open the window,0.6
5547, Great staff and as a regular customer it s always nice to be able to book a room at short notice ,3.0
5548, The room was very comfortable and the 24h service at the reception was really effective,0.5
5549, View from the room and location very convenient for us Chef made me 2lovely poached eggs Thanks for that ,2.0
5550, ,0.375
5551, Location to O2,1.0
5552, Reasonable price for location Close to DLR Room was clean bed comfortable,1.0
5553, Location idea for my business trip meetings ,1.0
5554, Plenty of seating in the reception bar area even though it was all a little too low Rooms were nice and spacious but a little outdated ,0.2727272727272727
5555, ,0.6363636363636364
5556, It was near the 02,0.75
5557, Not too much ,1.0
5558, Close to tube station,0.625
5559, Very good choice of on site places to eat Room well furnished Staff friendly and helpful Great views from 7th floor Onsite parking ,0.75
5560, The staff Maria Antonia of the recepion was really kind and she helped us a lot ,0.75
5561, After asking they provided a second room it was then comfortable but with a room heater instead of central heating,1.0
5562, Spacious rooms,0.3333333333333333
5563, Comfy bed the design of the hotel location was good ,2.0
5564, ,1.3333333333333333
5565, The staff were friendly Getting through reception was fast ,0.125
5566, The room was spacious with a fantastic view over the Thames Breakfast was extra but good value ,2.0
5567, Staff attitude very helpful nice and welcoming Large rooms with plenty of space wardrobe and spotless clean The Retro feeling is charming ,1.0
5568, Location drinks and food ,0.8
5569, ,0.4
5570, Big room family room Well priced for last minute stay Replacement iron sent to room very promptly,0.3333333333333333
5571, Good location if you have meetings in Canary wharf free wifi in the lobby,0.5714285714285714
5572, ,0.9090909090909091
5573, The location was perfect for our needs all London transport links ,0.2
5574, ,0.3333333333333333
5575, Hotel is very decent for the location and facilities provided its a 5 minute walk over the bridge from Canary Wharf tube station and has some restaurants nearby and also an Indian restaurant inside Bar Restaurant with Sky sports ,1.5
5576, Lovely big rooms and breath taking views of the docklands Easy distance to the central tube lines and lots of space to relax Great value D,0.6666666666666666
5577, The room was up to standard,0.8
5578, It was a good experience in general The people was really nice ,1.0
5579, Nothing I can think of,0.4
5580, If you want to be in Canary Wharf the hotel has a good location Good lobby area with bar and resraurant ,3.0
5581, Not much to be honest Location good for what I wanted and parking at hotel ,0.8571428571428571
5582, Room was spacious Conscierge was very helpful Italian restaurant was nice,1.125
5583, ,0.625
5584, Excellent friendly staff nothing too much trouble VERY clean rooms and overall throughout the hotel Good choice of food in the hotel Italian restaurant was excellent and good value too Breakfast was very good too Only complaint was my room 138 was close to the stairs and there was a lot of loud voices on and off through the night Maybe a polite notice for guests coming in late to respect that most other guests may be sleeping ,1.0
5585, The bed was comfortable and the extra pillows I asked for I recived,0.5714285714285714
5586, Room 140 freshly painted new carpet huge window view quiet Ultra clean everywhere Friendly helpful staff Great breakfast variety Easy transport access,2.0
5587, Room was a good size with really good views ,0.5
5588, Decent Breakfast nice bar and evening food was good,0.5
5589, Location,2.5
5590, Nothing in this hotel,0.75
5591, Nothing,1.25
5592, It is cheap compared to others but you get what you pay for It seemed to be clean ,1.3333333333333333
5593, Was not happy as booked family room but hotel s confirmation was different from mine which I booked through booking com They gave me a room with 3 single beds I was with my husband and 2 children They wanted to charge me for a room that sleeps 2 adults and 2 children which is what I had booked thank God I had my confirmation They later told me it was booking com s fault I was tired and had travelled with my family for a funeral and this was the last thing we needed ,1.0
5594, Room service food was good quality and punctual ,1.2
5595, We only stayed one night but the hotel was very nice 79 for a double room with ensuite bathroom with two single beds locked together Comfortable enough The room was clean and so was the bathroom It was a good area for us and close to the gig we were going to We bought some fries to take to our room from the restaurant which were a good size and tasted nice Overall a good experience and the staff were pleasant ,1.3333333333333333
5596, Spiral staircase to room Staff friendly Location,0.2857142857142857
5597, Nothing,2.0
5598, ,0.8571428571428571
5599, The only positive is location ,0.7272727272727273
5600, ,2.0
5601, very good location if I consider that the subject of the trip was linked to Canary Wharf area,0.2
5602, i liked having a place to sleep,0.5714285714285714
5603, Money value ,2.3333333333333335
5604, Good location for the O2 Executive room was spacious with balcony overlooking Canary Wharf Good breakfast ,1.0
5605, ,0.5
5606, Convenient to O2 and station Clean and warm,0.5
5607, front desk staff were fantastic I have stayed at this hotel several times and the front of house staff were always kind and helpful and made my stay especially when I was staying alone ,1.0
5608, Overall a pretty good value for money although wifi should have been included free of charge considering that apartments these days are offering that ,1.0
5609, Quirky and Eccentric hotel with a great steam room spa facility and a pretty decent Sauna Reasonable food and drink prices too I would visit again ,3.0
5610, The location was good for accessing transport etc,1.5
5611, Bed was very comfy Staff were pleasent ,1.5
5612, Location was amazing Bar was open late so could run down for drinks when thirsty in night,1.0
5613, The room facilities and cost for one night in relation to the restaurants ,2.0
5614, Great breakfast excellent location for Canary Wharf and beautiful place,0.3333333333333333
5615, The location close to where we needed to be,0.14285714285714285
5616, ,0.6666666666666666
5617, The hotel is fairly well located if you have a meeting in the Carany Warf area and at a decent price within the EU Commission s budgetary rules The rooms are nice as is the bed bathroom etc The staff was relatively nice ,0.875
5618, ,1.0
5619, Nothing ,1.1666666666666667
5620, I liked location of the property and th biryani at the Indian restaurant ,1.5
5621, Nothing,1.5
5622, Room was spacious with a very high ceiling also the room had a sofa and coffee table which was nice and convenient,0.5
5623, I upgraded from a no window room only to be presented with a no smokinh room stinking of cigarettes The management did change the room but nothing else was offered to please me as a form of apology The decor is old and there was a lot of deep cuts on the walls Overall not bad but I expected a bit more class and the wow factor wasn t really present Would probably think twice before booking again Unless desperate ,0.6
5624, Great views,0.75
5625, The location is good ,0.8
5626, East to park room with a view over the river,0.5
5627, Couldn t fault room Bed comfy and big although think 2 pushed together ,1.0
5628, The room was spacious and well equipped Even we choose a room described as no window we had a nice view to the channel ,2.0
5629, ,0.42857142857142855
5630, The location,0.5
5631, The staff were friendly and helpful,1.25
5632, Great setting Fantastic bar and restaurant area and attached to another bar for change of scenery ,0.25
5633, The bedroom was clean welcoming and very comfortable And the view of London and the Thames magnificent to wake up to The staff all paid great attention to us too My favourite place to stay in Canary Wharf,1.0
5634, The hotel was great Service was perfect Upgraded on arrival Would recommend to anyone,1.0
5635, It was easy to get to the o2 Arena as it was just one stop away on the underground they had a good gym and pool there but I thought it was unfair to pay to use it ,3.0
5636, Clean tidy and bed was comfortable It gave us a good base Did not eat in so cannot rate the food but they did offer a deal on eating in that would have been very reasonable had it fitted with our plans,1.3333333333333333
5637, Nothing to really like The room was not filthy,1.5
5638, Comfort Location,1.25
5639, location some attentive friendly staff reasonably priced but you get what you pay for ,0.4864864864864865
5640, Convenient location,0.16666666666666666
5641, Just stayed on business in Canary Wharf and I d be back in a heartbeat The staff are without exception friendly and go out of their way to help you there s a lovely pool and spa that only costs 4 for a one off visit and the view from the river side is beautiful There s the odd frayed carpet but it s old and it s beautiful If a well loved hotel is going to put you off then go somewhere that s 300 If you value a hotel with a heart this is a total bargain ,1.0
5642, Location was good ,0.6153846153846154
5643, The staff were extremely helpful and very direct when asked for anything ,1.0
5644, At the arrival I was upgraded to a room with window without additional charge Nice Italian restaurant with good price quality ratio ,1.0
5645, Price was good value considering the room was clean and tidy ,0.5
5646, Nothing,0.6
5647, The room was spacious and kept very clean The hotel itself wasn t too far from the tube station this made going back and forth to the centre of the city easier ,0.5
5648, ,0.36363636363636365
5649, ,0.2222222222222222
